DictWordID,PojUnicode,PojInput,KipUnicode,KipInput,HanLoTaibunPoj,HanLoTaibunKip,HoaBun,DataProvidedBy,PojNormalized,KipNormalized
2302,chin chē/chōe,chin che7/choe7,tsin tsē/tsuē,tsin tse7/tsue7,真濟,真濟,很多,Justin Richard Leung,chin che/choe,tsin tse/tsue
2303,chiâⁿ chē/chōe,chiann5 che7/choe7,tsiânn tsē/tsuē,tsiann5 tse7/tsue7,誠濟,誠濟,很多,Justin Richard Leung,chia che/choe,tsiann tse/tsue
2304,lí beh khì toh/tah,li2 beh khi3 toh/tah,lí beh khì toh/tah,li2 beh khi3 toh/tah,你欲去佗,你欲去佗,你要去哪裡,Justin Richard Leung,li beh khi toh/tah,li beh khi toh/tah
2305,chia̍h-pá--bōe/bē,chiah8-pa2--boe7/be7,tsia̍h-pá--buē/bē,tsiah8-pa2--bue7/be7,食飽未,食飽未,吃飯了嗎,Justin Richard Leung,chiah-pa--boe/be,tsiah-pa--bue/be
2306,chhi̍h-liú,chhih8-liu2,tshi̍h-liú,tshih8-liu2,揤鈕,揤鈕,按鈕,匿名,chhih-liu,tshih-liu
2307,chiáu-á-sái,chiau2-a2-sai2,tsiáu-á-sái,tsiau2-a2-sai2,鳥仔屎,鳥仔屎,鳥屎,匿名,chiau-a-sai,tsiau-a-sai
2308,bian-jín,bian-jin2,bian-jín,bian-jin2,bian-jín,bian-jín,苯,Hui-Min Wang,bian-jin,bian-jin
2309,bē/bōe-su-leh,be7/boe7-su-leh,bē/buē-su-leh,be7/bue7-su-leh,袂輸咧,袂輸咧,好像,Âng Bîng-hông,be/boe-su-leh,be/bue-su-leh
2310,chhōa góa khì,chhoa7 goa2 khi3,tshuā guá khì,tshua7 gua2 khi3,𤆬我去,𤆬我去,带我去,謝旻晏,chhoa goa khi,tshua gua khi
2311,chhiah-pe,chhiah-pe,tshiah-pe,tshiah-pe,鍘扒,鍘扒,圓鍬,匿名,chhiah-pe,tshiah-pe
2312,chhiò-sí-lâng,chhio3-si2-lang5,tshiò-sí-lâng,tshio3-si2-lang5,笑死人,笑死人,不要臉,匿名,chhio-si-lang,tshio-si-lang
2313,chōaⁿ-siâu,choann7-siau5,tsuānn-siâu,tsuann7-siau5,濺潲,濺潲,射精,匿名,choa-siau,tsuann-siau
2314,Thāi-ló͘-ko͘h,Thai7-loo2-kooh,Thāi-lóo-kooh,Thai7-loo2-kooh,Thāi-ló͘-ko͘h,Thāi-lóo-kooh,太魯閣,石施謙,Thai-lo-koh,Thai-loo-kooh
2315,án-ne kám hó,an2-ne kam2 ho2,án-ne kám hó,an2-ne kam2 ho2,按呢敢好,按呢敢好,這樣好嗎,匿名,an-ne kam ho,an-ne kam ho
2316,chhò--kòe,chho3--koe3,tshò--kuè,tsho3--kue3,錯過,錯過,錯過,一毛蔡,chho--koe,tsho--kue
2317,gia̍h kó͘-á-sìⁿ khì hap/hop poe-lâi-poe-khì ê hóe-kim-ko͘,giah8 koo2-a2-sinn3 khi3 hap/hop poe-lai5-poe-khi3 e5 hoe2-kim-koo,gia̍h kóo-á-sìnn khì hap/hop pue-lâi-pue-khì ê hué-kim-koo,giah8 koo2-a2-sinn3 khi3 hap/hop pue-lai5-pue-khi3 e5 hue2-kim-koo,攑鼓仔扇去欱飛來飛去的火金姑,攑鼓仔扇去欱飛來飛去的火金姑,輕羅小扇撲流螢,匿名,giah ko-a-si khi hap/hop poe-lai-poe-khi e hoe-kim-ko,giah koo-a-sinn khi hap/hop pue-lai-pue-khi e hue-kim-koo
2318,"ū-sim,bô khùi-la̍t","u7-sim,bo5 khui3-lat8","ū-sim,bô khuì-la̍t","u7-sim,bo5 khui3-lat8",有心，無氣力,有心，無氣力,心有餘而力不足,匿名,"u-sim,bo khui-lat","u-sim,bo khui-lat"
2319,chia̍h nńg-pn̄g,chiah8 nng2-png7,tsia̍h nńg-pn̄g,tsiah8 nng2-png7,食軟飯,食軟飯,小白臉,匿名,chiah nng-pn̄g,tsiah nng-pn̄g
2320,me-lóng,me-long2,me-lóng,me-long2,me-lóng,me-lóng,哈密瓜,Ông Tsì-liông,me-long,me-long
2321,kīⁿ-koāiⁿ,kinn7-koainn7,kīnn-kuāinn,kinn7-kuainn7,kīⁿ-koāiⁿ,kīnn-kuāinn,黏搭搭,匿名,ki-koai,kinn-kuainn
2322,chheh-sim,chheh-sim,tsheh-sim,tsheh-sim,慼心,慼心,心灰意冷,匿名,chheh-sim,tsheh-sim
2323,bē-giàn,be7-gian3,bē-giàn,be7-gian3,袂癮,袂癮,不要,匿名,be-gian,be-gian
2324,iâ-lîm-tāi-tō,ia5-lim5-tai7-to7,iâ-lîm-tāi-tō,ia5-lim5-tai7-to7,椰林大道,椰林大道,椰林大道,匿名,ia-lim-tai-to,ia-lim-tai-to
2325,kóng Tâi-gí/gú,kong2 Tai5-gi2/gu2,kóng Tâi-gí/gú,kong2 Tai5-gi2/gu2,講台語,講台語,講台語,匿名,kong Tai-gi/gu,kong Tai-gi/gu
2326,khí-chhio,khi2-chhio,khí-tshio,khi2-tshio,起𪁎,起𪁎,勃起,匿名,khi-chhio,khi-tshio
2327,ko͘-khu̍t--ê khǹg bô-sû--ê,koo-khut8--e5 khng3 bo5-su5--e5,koo-khu̍t--ê khǹg bô-sû--ê,koo-khut8--e5 khng3 bo5-su5--e5,孤𣮈的勸無嗣的,孤𣮈的勸無嗣的,同病相憐,Rachel Lin,ko-khut--e khng bo-su--e,koo-khut--e khng bo-su--e
2328,òe--tio̍h,oe3--tioh8,uè--tio̍h,ue3--tioh8,穢--著,穢--著,感染,匿名,oe--tioh,ue--tioh
2329,hun-thâu-á,hun-thau5-a2,hun-thâu-á,hun-thau5-a2,薰頭仔,薰頭仔,煙屁股,匿名,hun-thau-a,hun-thau-a
2330,hun-sái-thâu,hun-sai2-thau5,hun-sái-thâu,hun-sai2-thau5,薰屎頭,薰屎頭,煙屁股,匿名,hun-sai-thau,hun-sai-thau
2331,hun-bóe/bé,hun-boe2/be2,hun-bué/bé,hun-bue2/be2,薰尾,薰尾,煙屁股,匿名,hun-boe/be,hun-bue/be
2332,hun-koe̍h-á,hun-koeh8-a2,hun-kue̍h-á,hun-kueh8-a2,薰橛仔,薰橛仔,煙屁股,匿名,hun-koeh-a,hun-kueh-a
2333,hun-chiat-á,hun-chiat-a2,hun-tsiat-á,hun-tsiat-a2,薰節仔,薰節仔,煙屁股,匿名,hun-chiat-a,hun-tsiat-a
2334,pat-kiok,pat-kiok,pat-kiok,pat-kiok,八腳,八腳,陰蝨,Chien-huang Lin,pat-kiok,pat-kiok
2335,bāng-á-koe,bang7-a2-koe,bāng-á-kue,bang7-a2-kue,網仔瓜,網仔瓜,哈密瓜,匿名,bang-a-koe,bang-a-kue
2336,âng-hoe-chúi-hún,ang5-hoe-chui2-hun2,âng-hue-tsuí-hún,ang5-hue-tsui2-hun2,紅花水粉,紅花水粉,腮紅,匿名,ang-hoe-chui-hun,ang-hue-tsui-hun
2337,chúi-hún,chui2-hun2,tsuí-hún,tsui2-hun2,水粉,水粉,腮紅,匿名,chui-hun,tsui-hun
2338,chhia-téng-bīn,chhia-teng2-bin7,tshia-tíng-bīn,tshia-ting2-bin7,車頂面,車頂面,車頂,匿名,chhia-teng-bin,tshia-ting-bin
2339,chhia-kòa,chhia-koa3,tshia-kuà,tshia-kua3,車蓋,車蓋,車頂,匿名,chhia-koa,tshia-kua
2340,ló͘-sian,loo2-sian,lóo-sian,loo2-sian,魯仙,魯仙,差勁,蔡瑞評,lo-sian,loo-sian
2341,chù-sîn,chu3-sin5,tsù-sîn,tsu3-sin5,注神,注神,專注,匿名,chu-sin,tsu-sin
2342,chio̍h-khiat-á/chio̍h-khat-á,chioh8-khiat-a2/chioh8-khat-a2,tsio̍h-khiat-á/tsio̍h-khat-á,tsioh8-khiat-a2/tsioh8-khat-a2,石級仔,石級仔,石階,匿名,chioh-khiat-a/chioh-khat-a,tsioh-khiat-a/tsioh-khat-a
2343,lō͘-se-a-kiōng-hô-kok,loo7-se-a-kiong7-ho5-kok,lōo-se-a-kiōng-hô-kok,loo7-se-a-kiong7-ho5-kok,露西亞共和國,露西亞共和國,俄羅斯共和國,匿名,lo-se-a-kiong-ho-kok,loo-se-a-kiong-ho-kok
2344,keh-á-phòng-piáⁿ,keh-a2-phong3-piann2,keh-á-phòng-piánn,keh-a2-phong3-piann2,格仔膨餅,格仔膨餅,鬆餅,匿名,keh-a-phong-pia,keh-a-phong-piann
2345,àn-liú,an3-liu2,àn-liú,an3-liu2,按鈕,按鈕,按鍵,匿名,an-liu,an-liu
2346,kam-tiⁿ,kam-tinn,kam-tinn,kam-tinn,甘甜,甘甜,甜,匿名,kam-ti,kam-tinn
2347,tōa-thâu-bú-kong,toa7-thau5-bu2-kong,tuā-thâu-bú-kong,tua7-thau5-bu2-kong,大頭拇公,大頭拇公,大拇指,匿名,toa-thau-bu-kong,tua-thau-bu-kong
2348,liān-bah-keng,lian7-bah-keng,liān-bah-king,lian7-bah-king,練肉間,練肉間,健身房,匿名,lian-bah-keng,lian-bah-king
2349,háu-ke/koe,hau2-ke/koe,háu-ke/kue,hau2-ke/kue,吼雞,吼雞,大嗓門,匿名,hau-ke/koe,hau-ke/kue
2350,hun-thâu-á,hun-thau5-a2,hun-thâu-á,hun-thau5-a2,薰頭仔,薰頭仔,煙蒂,匿名,hun-thau-a,hun-thau-a
2351,hun-sái-thâu,hun-sai2-thau5,hun-sái-thâu,hun-sai2-thau5,薰屎頭,薰屎頭,煙蒂,匿名,hun-sai-thau,hun-sai-thau
2352,hun-koe̍h-á,hun-koeh8-a2,hun-kue̍h-á,hun-kueh8-a2,薰橛仔,薰橛仔,煙蒂,匿名,hun-koeh-a,hun-kueh-a
2353,hun-chiat-á,hun-chiat-a2,hun-tsiat-á,hun-tsiat-a2,薰節仔,薰節仔,煙蒂,匿名,hun-chiat-a,hun-tsiat-a
2354,tù-hông-tî,tu3-hong5-ti5,tù-hông-tî,tu3-hong5-ti5,滯洪池,滯洪池,滯洪池,匿名,tu-hong-ti,tu-hong-ti
2355,bán-chhài,ban2-chhai3,bán-tshài,ban2-tshai3,挽菜,挽菜,拔菜,何至育,ban-chhai,ban-tshai
2356,khau-chhài,khau-chhai3,khau-tshài,khau-tshai3,薅菜,薅菜,拔菜,何至育,khau-chhai,khau-tshai
2357,chhiau-âng-teng,chhiau-ang5-teng,tshiau-âng-ting,tshiau-ang5-ting,超紅燈,超紅燈,闖紅燈,匿名,chhiau-ang-teng,tshiau-ang-ting
2358,sì-kè laulau--leh,si3-ke3 laulau--leh,sì-kè laulau--leh,si3-ke3 laulau--leh,四界lau-lau--leh,四界lau-lau--leh,到處閒逛,匿名,si-ke laulau--leh,si-ke laulau--leh
2359,tòng-siaⁿ-piah,tong3-siann-piah,tòng-siann-piah,tong3-siann-piah,擋聲壁,擋聲壁,隔音牆,Wen-Ling Huang,tong-sia-piah,tong-siann-piah
2360,kòe-lō͘-sòaⁿ/kè-lō͘-sòaⁿ,koe3-loo7-soann3/ke3-loo7-soann3,kuè-lōo-suànn/kè-lōo-suànn,kue3-loo7-suann3/ke3-loo7-suann3,過路線,過路線,斑馬線,匿名,koe-lo-soa/ke-lo-soa,kue-loo-suann/ke-loo-suann
2361,giâ-chio̍h-lián,gia5-chioh8-lian2,giâ-tsio̍h-lián,gia5-tsioh8-lian2,夯石碾,夯石碾,舉重,匿名,gia-chioh-lian,gia-tsioh-lian
2362,hō͘-lí-hē,hoo7-li2-he7,hōo-lí-hē,hoo7-li2-he7,護理系,護理系,護理系,匿名,ho-li-he,hoo-li-he
2363,cháu-sio-jiok,chau2-sio-jiok,tsáu-sio-jiok,tsau2-sio-jiok,走相逐,走相逐,跑步比賽,匿名,chau-sio-jiok,tsau-sio-jiok
2364,phah-sok gi-á,phah-sok gi-a2,phah-sok gi-á,phah-sok gi-a2,拍速gí仔,拍速gí仔,排檔桿,匿名,phah-sok gi-a,phah-sok gi-a
2365,phah gi-á,phah gi-a2,phah gi-á,phah gi-a2,拍gí仔,拍gí仔,機車打檔桿,匿名,phah gi-a,phah gi-a
2366,iá-lông-á it-jī-ngó͘/iá-lông-á it-lī-ngó͘,ia2-long5-a2 it-ji7-ngoo2/ia2-long5-a2 it-li7-ngoo2,iá-lông-á it-jī-ngóo/iá-lông-á it-lī-ngóo,ia2-long5-a2 it-ji7-ngoo2/ia2-long5-a2 it-li7-ngoo2,野狼仔125,野狼仔125,野狼125,匿名,ia-long-a it-ji-ngo/ia-long-a it-li-ngo,ia-long-a it-ji-ngoo/ia-long-a it-li-ngoo
2367,háu-ke/háu-koe,hau2-ke/hau2-koe,háu-ke/háu-kue,hau2-ke/hau2-kue,吼雞,吼雞,尖叫,匿名,hau-ke/hau-koe,hau-ke/hau-kue
2368,pēⁿ-bôe-bûn/pīⁿ-bôe-bûn,penn7-boe5-bun5/pinn7-boe5-bun5,pēnn-buê-bûn/pīnn-buê-bûn,penn7-bue5-bun5/pinn7-bue5-bun5,病媒蚊,病媒蚊,病媒蚊,匿名,pe-boe-bun/pi-boe-bun,penn-bue-bun/pinn-bue-bun
2369,bāng-liān,bang7-lian7,bāng-liān,bang7-lian7,網鍊,網鍊,網址,Emily Êngtiok Lōa-Swain,bang-lian,bang-lian
2370,chhùi-chia̍h-mi̍h-á,chhui3-chiah8-mih8-a2,tshuì-tsia̍h-mi̍h-á,tshui3-tsiah8-mih8-a2,喙食物仔,喙食物仔,零食,匿名,chhui-chiah-mih-a,tshui-tsiah-mih-a
2371,kim-ki-gio̍k-hio̍h,kim-ki-giok8-hioh8,kim-ki-gio̍k-hio̍h,kim-ki-giok8-hioh8,金枝玉葉,金枝玉葉,金枝玉葉,匿名,kim-ki-giok-hioh,kim-ki-giok-hioh
2372,phe-sih-pâi-á,phe-sih-pai5-a2,phe-sih-pâi-á,phe-sih-pai5-a2,phe-sih牌仔,phe-sih牌仔,撲克牌,匿名,phe-sih-pai-a,phe-sih-pai-a
2373,thian-sòaⁿ-eⁿ-á/thian-sòaⁿ-iⁿ-á,thian-soann3-enn-a2/thian-soann3-inn-a2,thian-suànn-enn-á/thian-suànn-inn-á,thian-suann3-enn-a2/thian-suann3-inn-a2,天線嬰仔,天線嬰仔,天線寶寶,匿名,thian-soa-e-a/thian-soa-i-a,thian-suann-enn-a/thian-suann-inn-a
2374,pâi kah lò-lò-tn̂g,pai5 kah lo3-lo3-tng5,pâi kah lò-lò-tn̂g,pai5 kah lo3-lo3-tng5,排甲躼躼長,排甲躼躼長,大排長龍,匿名,pai kah lo-lo-tn̂g,pai kah lo-lo-tn̂g
2375,sí-oan,si2-oan,sí-uan,si2-uan,死彎,死彎,髮夾彎,匿名,si-oan,si-uan
2376,ke bô-êng--ê,ke bo5-eng5--e5,ke bô-îng--ê,ke bo5-ing5--e5,加無閒的,加無閒的,幫倒忙,匿名,ke bo-eng--e,ke bo-ing--e
2377,khoaⁿ-khoaⁿ-á lâi,khoann-khoann-a2 lai5,khuann-khuann-á lâi,khuann-khuann-a2 lai5,寬寬仔來,寬寬仔來,慢慢來,匿名,khoa-khoa-a lai,khuann-khuann-a lai
2378,ū ōe khǹg bē tiâu,u7 oe7 khng3 be7 tiau5,ū uē khǹg bē tiâu,u7 ue7 khng3 be7 tiau5,有話囥袂牢,有話囥袂牢,心直口快,匿名,u oe khng be tiau,u ue khng be tiau
2379,sok ām-kún,sok am7-kun2,sok ām-kún,sok am7-kun2,束頷頸,束頷頸,鎖喉,匿名,sok am-kun,sok am-kun
2380,sok ām-kún-á,sok am7-kun2-a2,sok ām-kún-á,sok am7-kun2-a2,束頷頸仔,束頷頸仔,鎖喉,匿名,sok am-kun-a,sok am-kun-a
2381,hún-té,hun2-te2,hún-té,hun2-te2,粉底,粉底,粉底,匿名,hun-te,hun-te
2382,tē-hā-sêng/tē-hā-siâⁿ,te7-ha7-seng5/te7-ha7-siann5,tē-hā-sîng/tē-hā-siânn,te7-ha7-sing5/te7-ha7-siann5,地下城,地下城,地下城,匿名,te-ha-seng/te-ha-sia,te-ha-sing/te-ha-siann
2383,tāⁿ-sit,tann7-sit,tānn-sit,tann7-sit,tāⁿ失,tānn失,錯過,匿名,ta-sit,tann-sit
2384,kha-tiām-á,kha-tiam7-a2,kha-tiām-á,kha-tiam7-a2,跤墊仔,跤墊仔,腳踏墊,匿名,kha-tiam-a,kha-tiam-a
2385,kiap-tiáⁿ,kiap-tiann2,kiap-tiánn,kiap-tiann2,夾鼎,夾鼎,黏鍋,匿名,kiap-tia,kiap-tiann
2386,chi̍t tiâu tn̂g-á thong kha-chhng,chit8 tiau5 tng5-a2 thong kha-chhng,tsi̍t tiâu tn̂g-á thong kha-tshng,tsit8 tiau5 tng5-a2 thong kha-tshng,一條腸仔通尻川,一條腸仔通尻川,心直口快,匿名,chit tiau tn̂g-a thong kha-chhng,tsit tiau tn̂g-a thong kha-tshng
2387,gîm-chîⁿ-tiâⁿ,gim5-chinn5-tiann5,gîm-tsînn-tiânn,gim5-tsinn5-tiann5,砛簷埕,砛簷埕,陽台,匿名,gim-chi-tia,gim-tsinn-tiann
2388,o͘-àm-mî,oo-am3-mi5,oo-àm-mî,oo-am3-mi5,烏暗暝,烏暗暝,晚上,匿名,o-am-mi,oo-am-mi
2389,góa beh,goa2 beh,guá beh,gua2 beh,我欲,我欲,我要,匿名,goa beh,gua beh
2390,chhut-lâi pôaⁿ-nóa chá-bān lóng sī ài hêng/hoân--ê,chhut-lai5 poann5-noa2 cha2-ban7 long2 si7 ai3 heng5/hoan5--e5,tshut-lâi puânn-nuá tsá-bān lóng sī ài hîng/huân--ê,tshut-lai5 puann5-nua2 tsa2-ban7 long2 si7 ai3 hing5/huan5--e5,出來盤撋早慢攏是愛還的,出來盤撋早慢攏是愛還的,出來混總是要還的,匿名,chhut-lai poa-noa cha-ban long si ai heng/hoan--e,tshut-lai puann-nua tsa-ban long si ai hing/huan--e
2391,thoân-pēⁿ-báng/thoân-pīⁿ-báng,thoan5-penn7-bang2/thoan5-pinn7-bang2,thuân-pēnn-báng/thuân-pīnn-báng,thuan5-penn7-bang2/thuan5-pinn7-bang2,傳病蠓,傳病蠓,病媒蚊,黃夫子,thoan-pe-bang/thoan-pi-bang,thuan-penn-bang/thuan-pinn-bang
2392,hî-chhì-tâng-á,hi5-chhi3-tang5-a2,hî-tshì-tâng-á,hi5-tshi3-tang5-a2,魚翅筒仔,魚翅筒仔,佛跳牆,匿名,hi-chhi-tang-a,hi-tshi-tang-a
2393,pat-pó-thng,pat-po2-thng,pat-pó-thng,pat-po2-thng,八寶湯,八寶湯,佛跳牆,匿名,pat-po-thng,pat-po-thng
2394,水果粿,水果粿,水果粿,水果粿,果凍,果凍,果凍,匿名,水果粿,水果粿
2395,水浸粿,水浸粿,水浸粿,水浸粿,果凍,果凍,果凍,匿名,水浸粿,水浸粿
2396,pe̍h-hoeh-kiû,peh8-hoeh-kiu5,pe̍h-hueh-kiû,peh8-hueh-kiu5,白血球,白血球,白血球,Justin Richard Leung,peh-hoeh-kiu,peh-hueh-kiu
2397,gōa-sek-á,goa7-sek-a2,guā-sik-á,gua7-sik-a2,外室仔,外室仔,外燴,Tân Telegorio,goa-sek-a,gua-sik-a
2398,chhèng-iû-pn̄g,chheng3-iu5-png7,tshìng-iû-pn̄g,tshing3-iu5-png7,凊油飯,凊油飯,炊油飯,Tân Telegorio,chheng-iu-pn̄g,tshing-iu-pn̄g
2399,tán bô lâng,tan2 bo5 lang5,tán bô lâng,tan2 bo5 lang5,等無人,等無人,等不到人,Chen Ying Bei,tan bo lang,tan bo lang
2400,piān-sū,pian7-su7,piān-sū,pian7-su7,辯士,辯士,旁白,Tân Telegorio,pian-su,pian-su
2401,cháiⁿ-bóe-kan-lo̍k / cháiⁿ-bé-kan-lo̍k,chainn2-boe2-kan-lok8 / chainn2-be2-kan-lok8,tsáinn-bué-kan-lo̍k / tsáinn-bé-kan-lo̍k,tsainn2-bue2-kan-lok8 / tsainn2-be2-kan-lok8,指尾干樂,指尾干樂,指尖陀螺,匿名,chai-boe-kan-lok / chai-be-kan-lok,tsainn-bue-kan-lok / tsainn-be-kan-lok
2402,sin-ang-á,sin-ang-a2,sin-ang-á,sin-ang-a2,新尪仔,新尪仔,守宮,Tân Telegorio,sin-ang-a,sin-ang-a
2403,tn̄g-tn̄g,tng7-tng7,tn̄g-tn̄g,tng7-tng7,盪盪,盪盪,稍微用水清洗,Tân Telegorio,tn̄g-tn̄g,tn̄g-tn̄g
2404,ho̍k-koa,hok8-koa,ho̍k-kua,hok8-kua,複歌,複歌,複歌,匿名,hok-koa,hok-kua
2405,chheⁿ-mê-lâng / chhiⁿ-mî-lâng,chhenn-me5-lang5 / chhinn-mi5-lang5,tshenn-mê-lâng / tshinn-mî-lâng,tshenn-me5-lang5 / tshinn-mi5-lang5,青盲人,青盲人,盲人,匿名,chhe-me-lang / chhi-mi-lang,tshenn-me-lang / tshinn-mi-lang
2406,bô sūn-sī / bô sūn-sū,bo5 sun7-si7 / bo5 sun7-su7,bô sūn-sī / bô sūn-sū,bo5 sun7-si7 / bo5 sun7-su7,無順序,無順序,不順利,匿名,bo sun-si / bo sun-su,bo sun-si / bo sun-su
2407,thek,thek,thik,thik,敕,敕,敕,匿名,thek,thik
2408,nǹg kiō-kha,nng3 kio7-kha,nǹg kiō-kha,nng3 kio7-kha,軁轎跤,軁轎跤,鑽轎腳,匿名,nng kio-kha,nng kio-kha
2409,chhióng,chhiong2,tshióng,tshiong2,昶,昶,昶,匿名,chhiong,tshiong
2410,o͘-pe̍h-lông-kun,oo-peh8-long5-kun,oo-pe̍h-lông-kun,oo-peh8-long5-kun,烏白郎君,烏白郎君,黑白郎君,Gary Yao,o-peh-long-kun,oo-peh-long-kun
2411,e-po͘ chia̍h tiám-sim,e-poo chiah8 tiam2-sim,e-poo tsia̍h tiám-sim,e-poo tsiah8 tiam2-sim,下晡呷食點心,下晡呷食點心,下午茶,David T. Chang,e-po chiah tiam-sim,e-poo tsiah tiam-sim
2412,ti-kut / tu-kut,ti-kut / tu-kut,ti-kut / tu-kut,ti-kut / tu-kut,豬骨,豬骨,豚骨,匿名,ti-kut / tu-kut,ti-kut / tu-kut
2413,tēng-oa̍t,teng7-oat8,tīng-ua̍t,ting7-uat8,訂閱,訂閱,訂閱,Shen GT,teng-oat,ting-uat
2414,sin-oân-ti̍t,sin-oan5-tit8,sin-uân-ti̍t,sin-uan5-tit8,辛烷值,辛烷值,辛烷值,Nikolai Cheng,sin-oan-tit,sin-uan-tit
2415,sin-oân,sin-oan5,sin-uân,sin-uan5,辛烷,辛烷,辛烷,Nikolai Cheng,sin-oan,sin-uan
2416,siám-bē-lī / siám-bōe-lī,siam2-be7-li7 / siam2-boe7-li7,siám-bē-lī / siám-buē-lī,siam2-be7-li7 / siam2-bue7-li7,閃袂離,閃袂離,閃避不及,匿名,siam-be-li / siam-boe-li,siam-be-li / siam-bue-li
2417,Sin-gong,Sin-gong,Sin-gong,Sin-gong,神岡,神岡,神岡,匿名,Sin-gong,Sin-gong
2418,góa kah-ì--lí,goa2 kah-i3--li2,guá kah-ì--lí,gua2 kah-i3--li2,我佮意你,我佮意你,我喜歡你,匿名,goa kah-i--li,gua kah-i--li
2419,mā ū,ma7 u7,mā ū,ma7 u7,嘛有,嘛有,也有,高嘉徽,ma u,ma u
2420,Ē--bô,E7--bo5,Ē--bô,E7--bo5,會無,會無,會不會,高嘉徽,E--bo,E--bo
2421,pàng bōe kì-tit / pàng bē kì-tit,pang3 boe7 ki3-tit / pang3 be7 ki3-tit,pàng buē kì-tit / pàng bē kì-tit,pang3 bue7 ki3-tit / pang3 be7 ki3-tit,放袂記得,放袂記得,忘不了,高嘉徽,pang boe ki-tit / pang be ki-tit,pang bue ki-tit / pang be ki-tit
2422,chò goe̍h-lâi / chòe-ge̍h-lāi.,cho3 goeh8-lai5 / choe3-geh8-lai7.,tsò gue̍h-lâi / tsuè-ge̍h-lāi.,tso3 gueh8-lai5 / tsue3-geh8-lai7.,做月內,做月內,做月子,高嘉徽,cho goeh-lai / choe-geh-lai.,tso gueh-lai / tsue-geh-lai.
2423,ang-á,ang-a2,ang-á,ang-a2,尪仔,尪仔,娃娃,高嘉徽,ang-a,ang-a
2424,hō͘-lí-su,hoo7-li2-su,hōo-lí-su,hoo7-li2-su,護理師,護理師,護理師,高嘉徽,ho-li-su,hoo-li-su
2425,kan-taⁿ ē-tàng,kan-tann e7-tang3,kan-tann ē-tàng,kan-tann e7-tang3,干焦會當,干焦會當,只能,高嘉徽,kan-ta e-tang,kan-tann e-tang
2426,khoán mi̍h-kiāⁿ,khoan2 mih8-kiann7,khuán mi̍h-kiānn,khuan2 mih8-kiann7,款物件,款物件,準備,匿名,khoan mih-kia,khuan mih-kiann
2427,kòng-thûi-á-liông,kong3-thui5-a2-liong5,kòng-thûi-á-liông,kong3-thui5-a2-liong5,摃槌仔龍,摃槌仔龍,大面甲龍,匿名,kong-thui-a-liong,kong-thui-a-liong
2428,bô-chhùi-khí ê poe-liông,bo5-chhui3-khi2 e5 poe-liong5,bô-tshuì-khí ê pue-liông,bo5-tshui3-khi2 e5 pue-liong5,無喙齒的飛龍,無喙齒的飛龍,長頭無齒翼龍,匿名,bo-chhui-khi e poe-liong,bo-tshui-khi e pue-liong
2429,bô-hoat-tō͘ bē-kì-tit,bo5-hoat-too7 be7-ki3-tit,bô-huat-tōo bē-kì-tit,bo5-huat-too7 be7-ki3-tit,無法度袂記得,無法度袂記得,忘不了,匿名,bo-hoat-to be-ki-tit,bo-huat-too be-ki-tit
2430,thiⁿ-chhiⁿ / thiⁿ-chheⁿ,thinn-chhinn / thinn-chhenn,thinn-tshinn / thinn-tshenn,thinn-tshinn / thinn-tshenn,天星,天星,星星,匿名,thi-chhi / thi-chhe,thinn-tshinn / thinn-tshenn
2431,jiah-khuh,jiah-khuh,jiah-khuh,jiah-khuh,jiah-khuh,jiah-khuh,拉鏈,匿名,jiah-khuh,jiah-khuh
2432,tōa-pûi sio-ián,toa7-pui5 sio-ian2,tuā-puî sio-ián,tua7-pui5 sio-ian2,大肥相偃,大肥相偃,相撲,匿名,toa-pui sio-ian,tua-pui sio-ian
2433,sng-sûi,sng-sui5,sng-suî,sng-sui5,桑sûi,桑suî,桑葚,薛丞宏,sng-sui,sng-sui
2434,tiáⁿ-té káu-hiā,tiann2-te2 kau2-hia7,tiánn-té káu-hiā,tiann2-te2 kau2-hia7,鼎底狗蟻,鼎底狗蟻,熱鍋上的螞蟻,匿名,tia-te kau-hia,tiann-te kau-hia
2435,chhì-koe-á,chhi3-koe-a2,tshì-kue-á,tshi3-kue-a2,刺瓜仔,刺瓜仔,大黃瓜,匿名,chhi-koe-a,tshi-kue-a
2436,khau-chhiú-chhèng,khau-chhiu2-chheng3,khau-tshiú-tshìng,khau-tshiu2-tshing3,剾手銃,剾手銃,打手槍,匿名,khau-chhiu-chheng,khau-tshiu-tshing
2437,sì-kho͘-lián-tńg,si3-khoo-lian2-tng2,sì-khoo-lián-tńg,si3-khoo-lian2-tng2,四箍輾轉,四箍輾轉,四周圍,匿名,si-kho-lian-tng,si-khoo-lian-tng
2438,tāi-hā,tai7-ha7,tāi-hā,tai7-ha7,大廈,大廈,大廈,匿名,tai-ha,tai-ha
2439,ûi-thoân-chú,ui5-thoan5-chu2,uî-thuân-tsú,ui5-thuan5-tsu2,遺傳子,遺傳子,去氧核糖核酸,匿名,ui-thoan-chu,ui-thuan-tsu
2440,lī-sng-hòa thòaⁿ-sò͘,li7-sng-hoa3 thoann3-soo3,lī-sng-huà thuànn-sòo,li7-sng-hua3 thuann3-soo3,二酸化炭素,二酸化炭素,二氧化碳,匿名,li-sng-hoa thoa-so,li-sng-hua thuann-soo
