id,poj_unicode,poj_input,kip_unicode,kip_input,hanlo_taibun_poj,hanlo_taibun_kip,hoabun,english,poochhiong_chuliau,muithe_miachheng,hongsang_jitki,liankiat,poj_normalized,kip_normalized
1315,lâi piàⁿ khòaⁿ ka-kī ū ōng-chhiú--bô,lai5 piann3 khoann3 ka-ki7 u7 ong7-chhiu2--bo5,lâi piànn khuànn ka-kī ū ōng-tshiú--bô,lai5 piann3 khuann3 ka-ki7 u7 ong7-tshiu2--bo5,來拚看家已有旺手--無,來拚看家已有旺手--無,來拼拼手氣,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,lai pia khoa ka-ki u ong-chhiu--bo,lai piann khuann ka-ki u ong-tshiu--bo
1316,hō͘ tē-hng hong-sio̍k koh oa̍h--khí-lâi,hoo7 te7-hng hong-siok8 koh oah8--khi2-lai5,hōo tē-hng hong-sio̍k koh ua̍h--khí-lâi,hoo7 te7-hng hong-siok8 koh uah8--khi2-lai5,予地方風俗閣活--起-來,予地方風俗閣活--起-來,活絡地方民俗,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,ho te-hng hong-siok koh oah--khi-lai,hoo te-hng hong-siok koh uah--khi-lai
1317,si̍p-pat-tâu-á,sip8-pat-tau5-a2,si̍p-pat-tâu-á,sip8-pat-tau5-a2,十八骰仔,十八骰仔,十八豆,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,sip-pat-tau-a,sip-pat-tau-a
1318,si̍p-pat-á,sip8-pat-a2,si̍p-pat-á,sip8-pat-a2,十八仔,十八仔,十八豆,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,sip-pat-a,sip-pat-a
1319,goán/gún jī-ūn/lī-ūn tō khah chhèng,goan2/gun2 ji7-un7/li7-un7 to7 khah chheng3,guán/gún jī-ūn/lī-ūn tō khah tshìng,guan2/gun2 ji7-un7/li7-un7 to7 khah tshing3,阮字運就較chhèng,阮字運就較tshìng,我們就有好運來,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,goan/gun ji-un/li-un to khah chheng,guan/gun ji-un/li-un to khah tshing
1320,phun-cháu,phun-chau2,phun-tsáu,phun-tsau2,奔走,奔走,奔走,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,phun-chau,phun-tsau
1321,thiaⁿ-hiuⁿ,thiann-hiunn,thiann-hiunn,thiann-hiunn,聽香,聽香,舊曆正月或八月十五日，燒香poah筶(poe)，照最初聽到的話來判斷凶吉。,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,thia-hiu,thiann-hiunn
1322,liam-hiuⁿ,liam-hiunn,liam-hiunn,liam-hiunn,拈香,拈香,燒香，上香,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,liam-hiu,liam-hiunn
1323,būn-pok,bun7-pok,būn-pok,bun7-pok,問卜,問卜,問卜,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,bun-pok,bun-pok
1324,poa̍h-poe,poah8-poe,pua̍h-pue,puah8-pue,跋桮,跋桮,擲筊,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,poah-poe,puah-pue
1325,siūⁿ-poe,siunn7-poe,siūnn-pue,siunn7-pue,象桮,象桮,一上一下的桮，表示神旨意是同意,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,siu-poe,siunn-pue
1326,sīn-poe,sin7-poe,sīn-pue,sin7-pue,象桮,象桮,一上一下的桮，表示神旨意是同意,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,sin-poe,sin-pue
1327,lián-tâu-á,lian2-tau5-a2,lián-tâu-á,lian2-tau5-a2,撚骰仔,撚骰仔,擲骰子,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,lian-tau-a,lian-tau-a
1328,chat-iâⁿ,chat-iann5,tsat-iânn,tsat-iann5,紮營,紮營,紮營,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,chat-ia,tsat-iann
1329,lī-ūn,li7-un7,lī-ūn,li7-un7,字運,字運,字運,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,li-un,li-un
1330,chhiau-chhōe,chhiau-chhoe7,tshiau-tshuē,tshiau-tshue7,搜揣,搜揣,搜尋,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,chhiau-chhoe,tshiau-tshue
1331,chhiau-chhē,chhiau-chhe7,tshiau-tshē,tshiau-tshe7,搜揣,搜揣,搜尋,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,chhiau-chhe,tshiau-tshe
1332,"Tán-kàu chúi im phīⁿ-khang, góa bē koh kek tiām-tiām.","Tan2-kau3 chui2 im phinn7-khang, goa2 be7 koh kek tiam7-tiam7.","Tán-kàu tsuí im phīnn-khang, guá bē koh kik tiām-tiām.","Tan2-kau3 tsui2 im phinn7-khang, gua2 be7 koh kik tiam7-tiam7.",等到水淹鼻空，我袂閣激恬恬。,等到水淹鼻空，我袂閣激恬恬。,,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,"Tan-kau chui im phi-khang, goa be koh kek tiam-tiam.","Tan-kau tsui im phinn-khang, gua be koh kik tiam-tiam."
1333,Kap hia-ê pâi-phìⁿ--ê kau-pôe pôaⁿ-nóa--chi̍t-ē,Kap hia-e5 pai5-phinn3--e5 kau-poe5 poann5-noa2--chit8-e7,Kap hia-ê pâi-phìnn--ê kau-puê puânn-nuá--tsi̍t-ē,Kap hia-e5 pai5-phinn3--e5 kau-pue5 puann5-nua2--tsit8-e7,佮遐ê排片--ê交陪盤撋--一下,佮遐ê排片--ê交陪盤撋--一下,,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,Kap hia-e pai-phi--e kau-poe poa-noa--chit-e,Kap hia-e pai-phinn--e kau-pue puann-nua--tsit-e
1334,tńg-châi,tng2-chai5,tńg-tsâi,tng2-tsai5,轉臍,轉臍,斷臍，剪臍帶,,,【民視台灣學堂】台語講世事,2018.09.20,https://youtu.be/9Mc4y-4Xkzc,tng-chai,tng-tsai
1335,kek-thâu-khak,kek-thau5-khak,kik-thâu-khak,kik-thau5-khak,激頭殼,激頭殼,益智,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,kek-thau-khak,kik-thau-khak
1336,toh-iû,toh-iu5,toh-iû,toh-iu5,桌遊,桌遊,桌遊,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,toh-iu,toh-iu
1337,chhèng,chheng3,tshìng,tshing3,衝,衝,紅(娛樂)，聲名大噪,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,chheng,tshing
1338,chah-khùi,chah-khui3,tsah-khuì,tsah-khui3,扎氣,扎氣,支援，相挺,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,chah-khui,tsah-khui
1339,Ē/Ōe hó mā bē/bōe oân-choân,E7/Oe7 ho2 ma7 be7/boe7 oan5-choan5,Ē/Uē hó mā bē/buē uân-tsuân,E7/Ue7 ho2 ma7 be7/bue7 uan5-tsuan5,會好嘛袂完全,會好嘛袂完全,,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,E/Oe ho ma be/boe oan-choan,E/Ue ho ma be/bue uan-tsuan
1340,Tōa-sè-siaⁿ/tōa-sòe-siaⁿ kā-kā-kiò,Toa7-se3-siann/toa7-soe3-siann ka7-ka7-kio3,Tuā-sè-siann/tuā-suè-siann kā-kā-kiò,Tua7-se3-siann/tua7-sue3-siann ka7-ka7-kio3,大細聲kā-kā叫,大細聲kā-kā叫,驚聲尖叫,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,Toa-se-sia/toa-soe-sia ka-ka-kio,Tua-se-siann/tua-sue-siann ka-ka-kio
1341,ha̍k-seng chū-hōe siōng hèng ê chhit-thô-mih-á,hak8-seng chu7-hoe7 siong7 heng3 e5 chhit-tho5-mih-a2,ha̍k-sing tsū-huē siōng hìng ê tshit-thô-mih-á,hak8-sing tsu7-hue7 siong7 hing3 e5 tshit-tho5-mih-a2,學生聚會上興ê𨑨迌物仔,學生聚會上興ê𨑨迌物仔,學生聚會的新寵兒,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,hak-seng chu-hoe siong heng e chhit-tho-mih-a,hak-sing tsu-hue siong hing e tshit-tho-mih-a
1342,Ū sin ê siat-kè-su chhut-thâu.,U7 sin e5 siat-ke3-su chhut-thau5.,Ū sin ê siat-kè-su tshut-thâu.,U7 sin e5 siat-ke3-su tshut-thau5.,有新ê設計師出頭,有新ê設計師出頭,新銳設計師,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,U sin e siat-ke-su chhut-thau.,U sin e siat-ke-su tshut-thau.
1343,khah ū-siau,khah u7-siau,khah ū-siau,khah u7-siau,較有銷,較有銷,銷售比較好,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,khah u-siau,khah u-siau
1344,kek thâu-khak ê toh-téng-iû-hì kū ōaⁿ sin jú/lú lâi jú/lú chē/chōe khoán,kek thau5-khak e5 toh-teng2-iu5-hi3 ku7 oann7 sin ju2/lu2 lai5 ju2/lu2 che7/choe7 khoan2,kik thâu-khak ê toh-tíng-iû-hì kū uānn sin jú/lú lâi jú/lú tsē/tsuē khuán,kik thau5-khak e5 toh-ting2-iu5-hi3 ku7 uann7 sin ju2/lu2 lai5 ju2/lu2 tse7/tsue7 khuan2,激頭殼ê桌頂遊戲舊換新愈來愈濟款,激頭殼ê桌頂遊戲舊換新愈來愈濟款,益智遊戲和桌遊款式越來越推陳出新,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,kek thau-khak e toh-teng-iu-hi ku oa sin ju/lu lai ju/lu che/choe khoan,kik thau-khak e toh-ting-iu-hi ku uann sin ju/lu lai ju/lu tse/tsue khuan
1345,toh-téng-iû-hì,toh-teng2-iu5-hi3,toh-tíng-iû-hì,toh-ting2-iu5-hi3,桌頂遊戲,桌頂遊戲,桌遊,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,toh-teng-iu-hi,toh-ting-iu-hi
1346,khe-chí-béng,khe-chi2-beng2,khe-tsí-bíng,khe-tsi2-bing2,khe-chí-béng,khe-tsí-bíng,撲克牌,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,khe-chi-beng,khe-tsi-bing
1347,kî-hoàn-lōng-hiám,ki5-hoan3-long7-hiam2,kî-huàn-lōng-hiám,ki5-huan3-long7-hiam2,奇幻弄險,奇幻弄險,奇幻冒險,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,ki-hoan-long-hiam,ki-huan-long-hiam
1348,bāng-lō͘-hêng-siau,bang7-loo7-heng5-siau,bāng-lōo-hîng-siau,bang7-loo7-hing5-siau,網路行銷,網路行銷,網路行銷,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,bang-lo-heng-siau,bang-loo-hing-siau
1349,môa-chhiok,moa5-chhiok,muâ-tshiok,mua5-tshiok,麻雀,麻雀,麻將,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,moa-chhiok,mua-tshiok
1350,bâ-chhiok,ba5-chhiok,bâ-tshiok,ba5-tshiok,麻雀,麻雀,麻將,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,ba-chhiok,ba-tshiok
1351,mâ-chhiok,ma5-chhiok,mâ-tshiok,ma5-tshiok,麻雀,麻雀,麻將,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,ma-chhiok,ma-tshiok
1352,kiâⁿ-kî,kiann5-ki5,kiânn-kî,kiann5-ki5,行棋,行棋,玩象棋,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,kia-ki,kiann-ki
1353,chhâ-thia̍p-á,chha5-thiap8-a2,tshâ-thia̍p-á,tsha5-thiap8-a2,柴疊仔,柴疊仔,積木,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,chha-thiap-a,tsha-thiap-a
1354,chhâ-kak-á,chha5-kak-a2,tshâ-kak-á,tsha5-kak-a2,柴角仔,柴角仔,積木,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,chha-kak-a,tsha-kak-a
1355,chhâ-tè-á,chha5-te3-a2,tshâ-tè-á,tsha5-te3-a2,柴塊仔,柴塊仔,積木,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,chha-te-a,tsha-te-a
1356,lāng-hiám,lang7-hiam2,lāng-hiám,lang7-hiam2,弄險,弄險,冒險,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,lang-hiam,lang-hiam
1357,lōng-hiám,long7-hiam2,lōng-hiám,long7-hiam2,弄險,弄險,冒險,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,long-hiam,long-hiam
1358,thūn,thun7,thūn,thun7,坉,坉,原為填滿，這邊意為累積,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,thun,thun
1359,Kha-chhiú koh chin mé-lia̍h,Kha-chhiu2 koh chin me2-liah8,Kha-tshiú koh tsin mé-lia̍h,Kha-tshiu2 koh tsin me2-liah8,跤手閣真猛掠,跤手閣真猛掠,手腳還很靈敏,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,Kha-chhiu koh chin me-liah,Kha-tshiu koh tsin me-liah
1360,Cháu kah chiah-nī chheⁿ-kông/chhiⁿ-kông.,Chau2 kah chiah-ni7 chhenn-kong5/chhinn-kong5.,Tsáu kah tsiah-nī tshenn-kông/tshinn-kông.,Tsau2 kah tsiah-ni7 tshenn-kong5/tshinn-kong5.,走甲遮爾生狂,走甲遮爾生狂,跑得那麼慌張,,,【民視台灣學堂】台語講世事,2018.09.27,https://youtu.be/bFZQ8sn96Xw,Chau kah chiah-ni chhe-kong/chhi-kong.,Tsau kah tsiah-ni tshenn-kong/tshinn-kong.
1361,hoàn-iáⁿ-si̍t-kéng,hoan3-iann2-sit8-keng2,huàn-iánn-si̍t-kíng,huan3-iann2-sit8-king2,幻影實境,幻影實境,虛擬實境/VR,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,hoan-ia-sit-keng,huan-iann-sit-king
1362,khok-tiong-si̍t-kéng,khok-tiong-sit8-keng2,khok-tiong-si̍t-kíng,khok-tiong-sit8-king2,擴張實境,擴張實境,擴增實境/AR,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,khok-tiong-sit-keng,khok-tiong-sit-king
1363,tiān-tōng-kēng-ki,tian7-tong7-keng7-ki,tiān-tōng-kīng-ki,tian7-tong7-king7-ki,電動競技,電動競技,電競,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,tian-tong-keng-ki,tian-tong-king-ki
1364,chhia-iāⁿ,chhia-iann7,tshia-iānn,tshia-iann7,奢颺,奢颺,時髦,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,chhia-ia,tshia-iann
1365,khioh-ka̍k,khioh-kak8,khioh-ka̍k,khioh-kak8,抾捔,抾捔,沒出息,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,khioh-kak,khioh-kak
1366,sin-ian,sin-ian,sin-ian,sin-ian,新嫣,新嫣,新潮,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,sin-ian,sin-ian
1367,o͘ -ián,oo -ian2,oo -ián,oo -ian2,o͘ -ián,oo -ián,聲援,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,o -ian,oo -ian
1368,chióng-tiong,chiong2-tiong,tsióng-tiong,tsiong2-tiong,掌中,掌中,掌上,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,chiong-tiong,tsiong-tiong
1369,lè-táu,le3-tau2,lè-táu,le3-tau2,lè-táu,lè-táu,很漂亮,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,le-tau,le-tau
1370,Ū chhùi bô ōe thang ìn,U7 chhui3 bo5 oe7 thang in3,Ū tshuì bô uē thang ìn,U7 tshui3 bo5 ue7 thang in3,有喙無話thang應,有喙無話thang應,,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,U chhui bo oe thang in,U tshui bo ue thang in
1371,Hì-pêⁿ-kha khiā kú sī lâng ê,Hi3-penn5-kha khia7 ku2 si7 lang5 e5,Hì-pênn-kha khiā kú sī lâng ê,Hi3-penn5-kha khia7 ku2 si7 lang5 e5,戲棚跤徛久是人ê,戲棚跤徛久是人ê,,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,Hi-pe-kha khia ku si lang e,Hi-penn-kha khia ku si lang e
1372,Kha-chhng-ngiau bē lún tit chhiúⁿ beh chhì sńg,Kha-chhng-ngiau be7 lun2 tit chhiunn2 beh chhi3 sng2,Kha-tshng-ngiau bē lún tit tshiúnn beh tshì sńg,Kha-tshng-ngiau be7 lun2 tit tshiunn2 beh tshi3 sng2,尻川擽袂忍得搶欲試sńg,尻川擽袂忍得搶欲試sńg,忍不住上前搶先試玩,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,Kha-chhng-ngiau be lun tit chhiu beh chhi sng,Kha-tshng-ngiau be lun tit tshiunn beh tshi sng
1373,"hō͘ soán-chhiú, bîn-chiòng pí-phēng sio-piàⁿ","hoo7 soan2-chhiu2, bin5-chiong3 pi2-pheng7 sio-piann3","hōo suán-tshiú, bîn-tsiòng pí-phīng sio-piànn","hoo7 suan2-tshiu2, bin5-tsiong3 pi2-phing7 sio-piann3",予選手、民眾比並相拚,予選手、民眾比並相拚,讓選手、民眾交流互動,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,"ho soan-chhiu, bin-chiong pi-pheng sio-pia","hoo suan-tshiu, bin-tsiong pi-phing sio-piann"
1374,Kā tiān-kēng sán-gia̍p bú hō͘ tōa,Ka7 tian7-keng7 san2-giap8 bu2 hoo7 toa7,Kā tiān-kīng sán-gia̍p bú hōo tuā,Ka7 tian7-king7 san2-giap8 bu2 hoo7 tua7,kā電競產業舞予大,kā電競產業舞予大,壯大電競產業,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,Ka tian-keng san-giap bu ho toa,Ka tian-king san-giap bu hoo tua
1375,tû-khí Saⁿ-têng-po͘ chia̍t-ūn-chām sì-kho͘-ûi-á,tu5-khi2 Sann-teng5-poo chiat8-un7-cham7 si3-khoo-ui5-a2,tû-khí Sann-tîng-poo tsia̍t-ūn-tsām sì-khoo-uî-á,tu5-khi2 Sann-ting5-poo tsiat8-un7-tsam7 si3-khoo-ui5-a2,除起三重埔捷運站四箍圍仔,除起三重埔捷運站四箍圍仔,除了三重捷運站周邊,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,tu-khi Sa-teng-po chiat-un-cham si-kho-ui-a,tu-khi Sann-ting-poo tsiat-un-tsam si-khoo-ui-a
1376,hoàn-éng-si̍t-kéng,hoan3-eng2-sit8-keng2,huàn-íng-si̍t-kíng,huan3-ing2-sit8-king2,幻影實境,幻影實境,虛擬實境/VR,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,hoan-eng-sit-keng,huan-ing-sit-king
1377,khiu ba̍k-chiu,khiu bak8-chiu,khiu ba̍k-tsiu,khiu bak8-tsiu,抽目睭,抽目睭,吸睛,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,khiu bak-chiu,khiu bak-tsiu
1378,niáu-chhí-á,niau2-chhi2-a2,niáu-tshí-á,niau2-tshi2-a2,鳥鼠仔,鳥鼠仔,老鼠,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,niau-chhi-a,niau-tshi-a
1379,niau-chhú-á,niau-chhu2-a2,niau-tshú-á,niau-tshu2-a2,鳥鼠仔,鳥鼠仔,老鼠,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,niau-chhu-a,niau-tshu-a
1380,khí-pôaⁿ,khi2-poann5,khí-puânn,khi2-puann5,齒盤,齒盤,鍵盤,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,khi-poa,khi-puann
1381,chiáng-tiong,chiang2-tiong,tsiáng-tiong,tsiang2-tiong,掌中,掌中,掌上,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,chiang-tiong,tsiang-tiong
1382,chiúⁿ-tiong,chiunn2-tiong,tsiúnn-tiong,tsiunn2-tiong,掌中,掌中,掌上,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,chiu-tiong,tsiunn-tiong
1383,Sio-mā hīn/hūn bô ōe.,Sio-ma7 hin7/hun7 bo5 oe7.,Sio-mā hīn/hūn bô uē.,Sio-ma7 hin7/hun7 bo5 ue7.,相罵恨無話,相罵恨無話,,,,【民視台灣學堂】台語講世事,2018.10.04,https://youtu.be/JM4m2g-J668,Sio-ma hin/hun bo oe.,Sio-ma hin/hun bo ue.
1384,khí-tòng chia̍h-si̍t,khi2-tong3 chiah8-sit8,khí-tòng tsia̍h-si̍t,khi2-tong3 tsiah8-sit8,khí-tòng食食,khí-tòng食食,生酮飲食,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,khi-tong chiah-sit,khi-tong tsiah-sit
1385,hî-bah-bah chiâⁿ chheⁿ-chhau/chhiⁿ-chhau,hi5-bah-bah chiann5 chhenn-chhau/chhinn-chhau,hî-bah-bah tsiânn tshenn-tshau/tshinn-tshau,hi5-bah-bah tsiann5 tshenn-tshau/tshinn-tshau,魚肉肉誠腥臊,魚肉肉誠腥臊,大魚大肉,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,hi-bah-bah chia chhe-chhau/chhi-chhau,hi-bah-bah tsiann tshenn-tshau/tshinn-tshau
1386,gín-á khí iûⁿ-hîn,gin2-a2 khi2 iunn5-hin5,gín-á khí iûnn-hîn,gin2-a2 khi2 iunn5-hin5,囡仔起羊眩,囡仔起羊眩,兒童癲癇,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,gin-a khi iu-hin,gin-a khi iunn-hin
1387,chhiúⁿ-chhī,chhiunn2-chhi7,tshiúnn-tshī,tshiunn2-tshi7,搶市,搶市,熱銷,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,chhiu-chhi,tshiunn-tshi
1388,hong-pòng,hong-pong3,hong-pòng,hong-pong3,風謗,風謗,吹牛,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,hong-pong,hong-pong
1389,hoeh-iû,hoeh-iu5,hueh-iû,hueh-iu5,血油,血油,血脂,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,hoeh-iu,hueh-iu
1390,"Chia̍h lâng chi̍t-kháu, hêng lâng chi̍t-táu","Chiah8 lang5 chit8-khau2, heng5 lang5 chit8-tau2","Tsia̍h lâng tsi̍t-kháu, hîng lâng tsi̍t-táu","Tsiah8 lang5 tsit8-khau2, hing5 lang5 tsit8-tau2",食人一口，還人一斗,食人一口，還人一斗,,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,"Chiah lang chit-khau, heng lang chit-tau","Tsiah lang tsit-khau, hing lang tsit-tau"
1391,"Jîn-chêng sè-sū nā pôe thàu-thàu, sî-kàu tō bô tiáⁿ kap bô chàu","Jin5-cheng5 se3-su7 na7 poe5 thau3-thau3, si5-kau3 to7 bo5 tiann2 kap bo5 chau3","Jîn-tsîng sè-sū nā puê thàu-thàu, sî-kàu tō bô tiánn kap bô tsàu","Jin5-tsing5 se3-su7 na7 pue5 thau3-thau3, si5-kau3 to7 bo5 tiann2 kap bo5 tsau3",人情世事若陪透透，時到就無鼎佮無灶,人情世事若陪透透，時到就無鼎佮無灶,,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,"Jin-cheng se-su na poe thau-thau, si-kau to bo tia kap bo chau","Jin-tsing se-su na pue thau-thau, si-kau to bo tiann kap bo tsau"
1392,chhiūⁿ āu-kha,chhiunn7 au7-kha,tshiūnn āu-kha,tshiunn7 au7-kha,chhiūⁿ後跤,tshiūnn後跤,扯後腿,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,chhiu au-kha,tshiunn au-kha
1393,khé-tòng chia̍h-si̍t,khe2-tong3 chiah8-sit8,khé-tòng tsia̍h-si̍t,khe2-tong3 tsiah8-sit8,khé-tòng食食,khé-tòng食食,生酮飲食,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,khe-tong chiah-sit,khe-tong tsiah-sit
1394,"Iû-chúi pá-tīⁿ, chia̍h--lo̍h tō iûⁿ--khì","Iu5-chui2 pa2-tinn7, chiah8--loh8 to7 iunn5--khi3","Iû-tsuí pá-tīnn, tsia̍h--lo̍h tō iûnn--khì","Iu5-tsui2 pa2-tinn7, tsiah8--loh8 to7 iunn5--khi3",油水飽滇，食--落就溶--去,油水飽滇，食--落就溶--去,油脂豐富，入口即化,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,"Iu-chui pa-ti, chiah--loh to iu--khi","Iu-tsui pa-tinn, tsiah--loh to iunn--khi"
1395,Seⁿ/Siⁿ kah kui-bīn choân thiāu-á,Senn/Sinn kah kui-bin7 choan5 thiau7-a2,Senn/Sinn kah kui-bīn tsuân thiāu-á,Senn/Sinn kah kui-bin7 tsuan5 thiau7-a2,生甲規面全thiāu仔,生甲規面全thiāu仔,冒得滿臉痘痘,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,Se/Si kah kui-bin choan thiau-a,Senn/Sinn kah kui-bin tsuan thiau-a
1396,pûi-chut-chut,pui5-chut-chut,puî-tsut-tsut,pui5-tsut-tsut,肥chut-chut,肥tsut-tsut,肥嘟嘟,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,pui-chut-chut,pui-tsut-tsut
1397,nn̄g-pe̍h-chit,nng7-peh8-chit,nn̄g-pe̍h-tsit,nng7-peh8-tsit,卵白質,卵白質,卵白質,,,【民視台灣學堂】台語講世事,2018.10.11,https://youtu.be/0tj9qxchit0,nn̄g-peh-chit,nn̄g-peh-tsit
