Id,English,EnglishIPA,Afrikaans
2139,"commencement","/kəmˈɛnsmənt/","1. aanvang, begin"
2140,"commencing","/kəmˈɛnsɪŋ/","aanvangsalaris, beginsalaris"
2141,"commend","/kəmˈɛnd/","1. prys❄2. aanbeveel, aanprys"
2142,"comment","/kˈɒmɛnt/","annoteer"
2143,"commerce","/kˈɒmɜːs/","handel"
2144,"commission","/kəmˈɪʃən/","1. opdrag❄2. kommissie"
2145,"commodity","/kəmˈɒdɪti/","artikel"
2146,"common","/kˈɒmən/","gewoon"
2147,"commonplace","/kˈɒmənplˌeɪs/","alledaags, banaal"
2148,"commotion","/kəmˈəʊʃən/","1. beroering❄2. agitasie❄3. aanstoot, skandaal"
2149,"communicate","/kəmjˈuːnɪkˌeɪt/","meedeel"
2150,"communication","/kəmjˌuːnɪkˈeɪʃən/","1. berig, kennisgewing❄2. bekendmaking"
2151,"community","/kəmjˈuːnɪti/","belangegemeenskap"
2152,"compact","/kəmpˈakt/","kompak"
2153,"companian","/kəmpˈeɪniən/","akkompanjis, begeleider, begeleier"
2154,"companion","/kəmpˈaniən/","makker"
2155,"company","/kˈʌmpəni/","firma"
2156,"compare","/kəmpˈeə/","vergelyk"
2157,"comparison","/kəmpˈaɹɪsən/","vergelyking"
2158,"compartment","/kəmpˈɑːtmənt/","1. afdeling, vak❄2. koepee, kompartement"
2159,"compel","/kəmpˈɛl/","dwing, verplig"
2160,"compensate","/kˈɒmpənsˌeɪt/","beloon"
2161,"compensation","/kˌɒmpənsˈeɪʃən/","beloning, vergelding"
2162,"competition","/kˌɒmpətˈɪʃən/","kompetisie, wedstryd"
2163,"complain","/kəmplˈeɪn/","beklag doen, kla"
2164,"complaint","/kəmplˈeɪnt/","beklag"
2165,"complete","/kəmplˈiːt/","1. aanvul❄2. vol"
2166,"completely","/kəmplˈiːtli/","vol"
2167,"composed","/kəmpˈəʊzd/","beheers"
2168,"comprehensibility","/kˌɒmpɹɪhˌɛnsəbˈɪlɪti/","begryplikheid"
2169,"comprise","/kəmpɹˈaɪz/","behels, bevat"
2170,"computer","/kəmpjˈuːtə/","rekenaar"
2171,"comrade","/kˈɒmɹeɪd/","makker"
2172,"concept","/kˈɒnsɛpt/","begrip, opvatting"
2173,"conception","/kənsˈɛpʃən/","begrip"
2174,"concern","/kənsˈɜːn/","1. belang, belangrykheid❄2. aanbetref❄3. bekommering, bekommernis"
2175,"concerned","/kənsˈɜːnd/","betrokke"
2176,"concerning","/kənsˈɜːnɪŋ/","1. belangende❄2. oor, van❄3. ten opsigte van"
2177,"concert","/kˈɒnsət/","konsert"
2178,"conclude","/kəŋklˈuːd/","afwikkel, beklink"
2179,"conclusion","/kəŋklˈuːʒən/","1. gevolgtrekking❄2. uitslag"
2180,"concord","/kəŋkˈɔːd/","akkoord, ooreenkoms, ooreenstemming"
2181,"concurrence","/kəŋkˈʌɹəns/","akkoord, ooreenkoms, ooreenstemming"
2182,"condition","/kəndˈɪʃən/","1. beding, bedinging, bepaling❄2. situasie, toestand❄3. staat"
2183,"conduct","/kˈɒndʌkt/","1. lei❄2. bestuur❄3. houding"
2184,"conduct","/kˈɒndʌkt/","gedra hom"
2185,"confess","/kənfˈɛs/","1. beken❄2. bieg, bely"
2186,"confession","/kənfˈɛʃən/","1. belydenis❄2. bekentenis❄3. bieg"
2187,"confide","/kənfˈaɪd/","aanbetrou, vertrouwe stel in"
2188,"confidence","/kˈɒnfɪdəns/","vertroue"
2189,"confine","/kənfˈaɪn/","begrens, bepaal, beperk"
2190,"confined","/kənfˈaɪnd/","begrens"
2191,"confined","/kənfˈaɪnd/","bedlêend"
2192,"confirm","/kənfˈɜːm/","bekragtig, beseël, bevestig, erken"
2193,"confirmation","/kɒnfəmˈeɪʃən/","bekragtiging"
2194,"conflagration","/kɒnflɐɡɹˈeɪʃən/","brand"
2195,"conform","/kənfˈɔːm/","pas"
2196,"confuse","/kənfjˈuːz/","verwar"
2197,"confusion","/kənfjˈuːʒən/","begripsverwarring"
2198,"congestion","/kəndʒˈɛstʃən/","aandrang"
2199,"congregate","/kˈɒŋɡɹɪɡˌeɪt/","saamgaan"
2200,"conjunction","/kəndʒˈʌŋkʃən/","voegwoord"
2201,"connect","/kənˈɛkt/","1. aaneenbind, verbind❄2. bind"
2202,"connection","/kənˈɛkʃən/","aansluiting, koneksie, verbinding"
2203,"conscience","/kˈɒnʃəns/","gewete"
2204,"consciousness","/kˈɒnʃəsnəs/","besef, besinning"
2205,"consecutively","/kənsˈɛkjuːtˌɪvli/","aaneen, agtereen, agtereenvolgens, namekaar"
2206,"consequence","/kˈɒnsɪkwəns/","agternadraai"
2207,"consequently","/kˈɒnsɪkwəntli/","dus, gevolglik"
2208,"conservation","/kˌɒnsəvˈeɪʃən/","behoud"
2209,"conservative","/kənsˈɜːvətˌɪv/","behoudend, behoudensgesind"
2210,"conserve","/kənsˈɜːv/","behou, bêre, bewaar"
2211,"consider","/kənsˈɪdə/","1. oorweeg❄2. aankyk, ag, besien, kyk, kyk na"
2212,"considerable","/kənsˈɪdəɹəbəl/","aanmerklik, behartigenswaardig"
2213,"considerably","/kənsˈɪdəɹəbli/","aansienlik"
2214,"consideration","/kənsˌɪdəɹˈeɪʃən/","bedenking"
2215,"consistency","/kənsˈɪstənsi/","agternadraai"
2216,"consolation","/kɒnsəlˈeɪʃən/","troos"
2217,"console","/kˈɒnsəʊl/","troos"
2218,"constant","/kˈɒnstənt/","1. aanhoudend, permanent, vas"
2219,"constantly","/kˈɒnstəntli/","1. aldeur, permanent"
2220,"consternation","/kɒnstənˈeɪʃən/","konsternasie"
2221,"constitution","/kˌɒnstɪtjˈuːʃən/","grondwet"
2222,"consul","/kˈɒnsəl/","konsul"
2223,"consult","/kənsˈʌlt/","raadpleeg"
2224,"consultation","/kɒnsəltˈeɪʃən/","beraadslaging"
2225,"consume","/kənsjˈuːm/","verorber"
2226,"consumer","/kənsˈuːmə/","verbruiker"
2227,"contact","/kˈɒntakt/","kontak"
2228,"contain","/kəntˈeɪn/","behels, bevat"
2229,"container","/kəntˈeɪnə/","bak, boks, pot"
2230,"contented","/kəntˈɛntɪd/","tevrede"
2231,"contention","/kəntˈɛnʃən/","bewering"
2232,"contents","/kˈɒntɛnts/","inhoud"
2233,"contest","/kˈɒntɛst/","kompetisie, wedstryd"
2234,"continent","/kˈɒntɪnənt/","vasteland"
2235,"continual","/kəntˈɪnjuːəl/","aanhoudend, permanent, vas"
2236,"continually","/kəntˈɪnjuːəli/","aldeur, permanent"
2237,"continuously","/kəntˈɪnjuːəsli/","aldeur, permanent"
2238,"contract","/kˈɒntɹakt/","kontrak"
2239,"contractor","/kəntɹˈaktə/","aannemer"
2240,"contradistinction","/kˌɒntɹədɪstˈɪŋkʃən/","teenstelling"
2241,"contralto","/kəntɹˈaltəʊ/","1. alt, altstem❄2. altsanger"
2242,"contralto","/kəntɹˈaltəʊ/","alt, altstem"
2243,"contrary","/kˈɒntɹəɹi/","teenoorgesteld"
2244,"contrast","/kˈɒntɹast/","1. afsteek❄2. teenstelling"
2245,"contrite","/kəntɹˈaɪt/","berouhebbend, berouvol"
2246,"control","/kəntɹˈəʊl/","1. beheersing❄2. beheers, bedwing, in bedwang hou, regeer"
2247,"convenient","/kənvˈiːnɪənt/","geskikt"
2248,"conversance","/kənvˈɜːsəns/","bekendheid"
2249,"conversation","/kɒnvəsˈeɪʃən/","1. gesprek, onderhoud"
2250,"conversion","/kənvˈɜːʃən/","bekering"
2251,"convert","/kənvˈɜːt/","1. bekeer❄2. bekeerling"
2252,"convey","/kənvˈeɪ/","inlewer, oordra"
2253,"cook","/kˈʊk/","kook"
2254,"cooking","/kˈʊkɪŋ/","pan"
2255,"cool","/kˈuːl/","1. koel❄2. bekoel"
2256,"cool","/kˈuːl/","bekoel"
2257,"cooperate","/kəʊˈɒpəɹˌeɪt/","saamwerk"
2258,"copy","/kˈɒpɪ/","afskrif"
2259,"copyright","/kˈɒpɪɹˌaɪt/","kopiereg"
2260,"coquetry","/kˈɒkwɪtɹi/","behaagsug"
2261,"coquettish","/kəkˈɛtɪʃ/","behaagsiek"
2262,"cordial","/kˈɔːdɪəl/","innig"
2263,"core","/kˈɔː/","pit"
2264,"cork","/kˈɔːk/","kurk"
2265,"corn","/kˈɔːn/","mielies"
2266,"corner","/kˈɔːnə/","hoek"
2267,"coronation","/kˌɒɹənˈeɪʃən/","bekroning"
2268,"corpse","/kˈɔːps/","lyk"
2269,"correct","/kəɹˈɛkt/","juis, reg"
2270,"corroborate","/kəɹˈɒbəɹˌeɪt/","bekragtig, beseël, bevestig, erken"
2271,"corrode","/kəɹˈəʊd/","aantas"
2272,"corruption","/kəɹˈʌpʃən/","bederf"
2273,"cosmetic","/kɒzmˈɛtɪk/","poeier"
2274,"cost","/kˈɒst/","kos"
2275,"costly","/kˈɒstli/","1. waardevol❄2. duur"
2276,"costume","/kˈɒstjuːm/","pak klere"
2277,"coterie","/kˈəʊtəɹi/","kliek"
2278,"cough","/kˈɒf/","hoes"
2279,"counsel","/kˈaʊnsəl/","1. advokaat❄2. aanraai, adviseer❄3. aanrading, advies, raad"
2280,"count","/kˈaʊnt/","1. in aanmerking kom❄2. bereken❄3. tel"
2281,"counter","/kˈaʊntə/","toonbank"
2282,"countermand","/kˈaʊntəmˌand/","afsê"
2283,"countermand","/kˈaʊntəmˌand/","aftelefoneer"
2284,"counterpane","/kˈaʊntəpˌeɪn/","bedsprei"
2285,"counting‐frame","/kˈaʊntɪŋ fɹˈeɪm/","abakus, rekenraam, telraam"
2286,"count","/kˈaʊnt/","aftel"
2287,"coupé","/kuːpˈeɪ/","koepee, kompartement"
2288,"courage","/kˈʌɹɪdʒ/","dapperheid, durf, moed"
2289,"course","/kˈɔːs/","1. baan❄2. kursus"
2290,"court","/kˈɔːt/","hof"
2291,"courteous","/kˈɜːtiəs/","beleef"
2292,"courtesy","/kˈɜːtəsi/","beleefdheid"
2293,"cousin","/kˈʌzən/","1. niggie❄2. neef, oomskind"
2294,"cover","/kˈʌvə/","1. bedek, belê, beleg, dek❄2. beklee, bekleed"
2295,"coverlet","/kˈʌvəlɪt/","bedsprei"
2296,"covet","/kˈʌvɪt/","begeer, belus wees op"
2297,"covetousness","/kˈʌvətəsnəs/","1. begerigheid❄2. begeerte"
2298,"cow","/kˈaʊ/","koei"
2299,"cower","/kˈaʊə/","1. hurk❄2. ineenkrimp"
2300,"cow","/kˈaʊ/","beerklou, bereklou"
2301,"crack","/kɹˈak/","bars"
2302,"cramped","/kɹˈampt/","bekrompe, benoud"
2303,"crawl","/kɹˈɔːl/","kruip"
2304,"crayfish","/kɹˈeɪfɪʃ/","kreef"
2305,"craziness","/kɹˈeɪzinəs/","besetenheid"
2306,"crazy","/kɹˈeɪzi/","bedol, besete, mal"
2307,"cream","/kɹˈiːm/","1. vla❄2. room❄3. afroom"
2308,"create","/kɹiːˈeɪt/","kreëer, skep"
2309,"credit","/kɹˈɛdɪt/","kredietkaart"
2310,"creep","/kɹˈiːp/","kruip"
2311,"crew","/kɹˈuː/","bemanning"
2312,"cricket","/kɹˈɪkɪt/","besie"
2313,"crisis","/kɹˈaɪsɪs/","krisis"
2314,"criticism","/kɹˈɪtɪsˌɪzəm/","beoordeling"
2315,"criticize","/kɹˈɪtɪsˌaɪz/","bekritiseer, beoordeel, kritiseer"
2316,"crockery","/kɹˈɒkəɹi/","eetservies"
2317,"crocodile","/kɹˈɒkədˌaɪl/","krokodil"
2318,"crook","/kɹˈʊk/","ploert"
2319,"cross","/kɹˈɒs/","1. kruis❄2. oorsteek❄3. oorskry"
2320,"crouch","/kɹˈaʊtʃ/","hurk"
2321,"crowd","/kɹˈaʊd/","massa, menigte, skare, stapel"
2322,"crown","/kɹˈaʊn/","bekroon"
2323,"crude","/kɹˈuːd/","rou"
2324,"cruel","/kɹˈuːəl/","wreedaardig"
2325,"crutch","/kɹˈʌtʃ/","kruk"
2326,"crystal","/kɹˈɪstəl/","kristal"
2327,"cry","/kɹˈaɪ/","angskreet"
2328,"cry","/kɹˈaɪ/","skreeu"
2329,"cube","/kjˈuːb/","kubus"
2330,"cubic","/kjˈuːbɪk/","Kubaans"
2331,"cultivate","/kˈʌltɪvˌeɪt/","beskaaf, beskawe, aankweek, kweek"
2332,"culture","/kˈʌltʃə/","kultuur"
2333,"cunning","/kˈʌnɪŋ/","slim"
2334,"cup","/kˈʌp/","koppie"
2335,"cupboard","/kˈʌbəd/","kas"
2336,"cure","/kjˈʊə/","behandel"
2337,"curfew","/kˈɜːfjuː/","aandklok"
2338,"curious","/kjˈʊəɹiəs/","nuuskierig"
2339,"curl","/kˈɜːl/","roer"
2340,"currant","/kˈʌɹənt/","1. aalbessiebos❄2. aalbessie"
2341,"currant","/kˈʌɹənt/","aalbessiebos"
2342,"currant","/kˈʌɹənt/","aalbessievla"
2343,"currant","/kˈʌɹənt/","aalbessiesap"
2344,"current","/kˈʌɹənt/","1. aktueel❄2. huidig"
2345,"curry","/kˈʌɹi/","1. kerrie❄2. afros"
2346,"curtain","/kˈɜːtən/","gordyn"
2347,"cushion","/kˈʊʃən/","kussing"
2348,"custom","/kˈʌstəm/","gebruik, gewoonte"
2349,"customer","/kˈʌstəmˌə/","kliënt"
2350,"cut","/kˈʌt/","1. afskakel❄2. sny"
2351,"cuttings","/kˈʌtɪŋz/","afval"
2352,"cut","/kˈʌt/","afskakel"
2353,"cut","/kˈʌt/","aanbreek"
2354,"cut","/kˈʌt/","1. afsny, afsteek"
2355,"cyclamen","/sˈaɪkleɪmˌɛn/","alpeviooltjie"
2356,"cycle","/sˈaɪkəl/","1. fietsry❄2. fiets"
2357,"cymbal","/sˈɪmbəl/","bekken"
2358,"cymbalist","/sˈɪmbəlˌɪst/","bekkenis"
2359,"cynical","/sˈɪnɪkəl/","sinies"
2360,"daily","/dˈeɪli/","1. alledaags, daagliks"
2361,"daily","/dˈeɪli/","koerant"
2362,"dainty","/dˈeɪnti/","delikaat, teer"
2363,"dam","/dˈam/","afsluiting"
2364,"damage","/dˈamɪdʒ/","1. skade❄2. bederf, beskadig❄3. beskadiging"
2365,"damaged","/dˈamɪdʒd/","stukkend"
2366,"dame","/dˈeɪm/","dam"
2367,"dance","/dˈans/","1. bal❄2. dans"
2368,"dare","/dˈeə/","1. waag❄2. aandurf"
2369,"dare","/dˈeə/","aandurf"
2370,"dark","/dˈɑːk/","1. donker❄2. duister"
2371,"darling","/dˈɑːlɪŋ/","skat"
2372,"darn","/dˈɑːn/","verbrands"
2373,"date","/dˈeɪt/","1. dateer❄2. datum❄3. afspraak"
2374,"daughter‐in‐law","/dˈɔːtəɹ ɪn lˈɔː/","skoondogter"
2375,"daughter","/dˈɔːtə/","dogter"
2376,"day","/dˈeɪ/","dag"
2377,"dazed","/dˈeɪzd/","bedremmeld, deurmekaar, verbysterd, verward"
2378,"dead","/dˈɛd/","dood"
2379,"deaden","/dˈɛdən/","afskryf, amortiseer"
2380,"deaf","/dˈɛf/","doof"
2381,"deal","/dˈiːl/","uitdeel"
2382,"deal","/dˈiːl/","behandel"
2383,"dear","/dˈiə/","1. geag❄2. duur"
2384,"death","/dˈɛθ/","dood"
2385,"debris","/dˈɛbɹiː/","afval"
2386,"debt","/dˈɛt/","skuld"
2387,"decade","/dˈɛkeɪd/","dekade"
2388,"decay","/dɪkˈeɪ/","bederf"
2389,"decayed","/dɪkˈeɪd/","aftandig, aftands"
2390,"deceitful","/dɪsˈiːtfəl/","bedrieglik"
2391,"deceive","/dɪsˈiːv/","bedrië, bedrieg"
2392,"deceiver","/dɪsˈiːvə/","bedrieër"
2393,"decent","/dˈiːsənt/","behoorlik"
2394,"decently","/dˈiːsəntli/","behoorlik, behoorlikheidshalwe, na behore"
2395,"deceptive","/dɪsˈɛptɪv/","bedrieglik"
2396,"decide","/dɪsˈaɪd/","besluit"
2397,"decision","/dɪsˈɪʒən/","beskikking"
2398,"declaration","/dˌɛkləɹˈeɪʃən/","1. verklaring❄2. aangifte"
2399,"declaration","/dˌɛkləɹˈeɪʃən/","beginselverklaring"
2400,"declare","/dɪklˈeə/","verklaar"
2401,"decline","/dɪklˈaɪn/","1. afneem❄2. agteruitboer, agteruitgaan❄3. agteruitgang"
2402,"decoration","/dˌɛkəɹˈeɪʃən/","1. dekor❄2. sieraad"
2403,"decoy","/dˈiːkɔɪ/","lok"
2404,"decrease","/dˈiːkɹiːs/","1. verlaging❄2. afneem❄3. verminder"
2405,"decrepit","/dɪkɹˈɛpɪt/","aftandig, aftands"
2406,"dedicate","/dˈɛdɪkˌeɪt/","spandeer"
2407,"deductible","/dɪdˈʌktɪbəl/","aftrekbaar"
2408,"deem","/dˈiːm/","1. ag, glo, meen❄2. dink❄3. aankyk, besien, kyk, kyk na"
2409,"deep","/dˈiːp/","diep"
2410,"deer","/dˈiə/","hert, takbok"
2411,"defeat","/dɪfˈiːt/","verslaan"
2412,"defecate","/dˈɛfɪkˌeɪt/","sy behoefte doen"
2413,"defection","/dɪfˈɛkʃən/","afval"
2414,"defence","/dɪfˈɛns/","1. afweer❄2. agterhoede"
2415,"defend","/dɪfˈɛnd/","afweer, verdedig"
2416,"defendant","/dɪfˈɛndənt/","beklaagde"
2417,"defense","/dɪfˈɛns/","afweer"
2418,"defiantly","/dɪfˈaɪəntli/","ten spyte van"
2419,"defile","/dɪfˈaɪl/","bergengte"
2420,"define","/dɪfˈaɪn/","bepaal"
2421,"defining","/dɪfˈaɪnɪŋ/","bepalend"
2422,"definitely","/dˈɛfɪnətli/","beslis, definitief"
2423,"definition","/dˌɛfɪnˈɪʃən/","bepaling, definisie"
2424,"deflect","/dɪflˈɛkt/","afwyk"
2425,"deflection","/dɪflˈɛkʃən/","afwyking"
2426,"defray","/dɪfɹˈeɪ/","bekostig"
2427,"degree","/dɪɡɹˈiː/","graad"
2428,"dejected","/dɪdʒˈɛktɪd/","bedruk"
2429,"dejection","/dɪdʒˈɛkʃən/","bedruktheid, beklemdheid, beklemming"
2430,"delay","/dɪlˈeɪ/","vertraging"
2431,"delete","/dɪlˈiːt/","afvee, afveeg, afwis"
2432,"deliberate","/dɪlˈɪbəɹət/","beraadslaag"
2433,"deliberation","/dɪlˌɪbəɹˈeɪʃən/","1. beraadslaging❄2. bedenking"
2434,"delicacy","/dˈɛlɪkəsi/","lekkers"
2435,"delicate","/dˈɛlɪkət/","delikaat, teer"
2436,"delicious","/dɪlˈɪʃəs/","heerlik, kostelik"
2437,"delightful","/dɪlˈaɪtfəl/","beelderig, beeldig, verruklik"
2438,"delight","/dɪlˈaɪt/","geniet"
2439,"deliver","/dɪlˈɪvə/","lewer, aflewer, inlewer"
2440,"delivery","/dɪlˈɪvəɹi/","aflewering"
2441,"delude","/dɪlˈuːd/","1. begoël, begogel, beheks"
2442,"delusion","/dɪlˈuːʒən/","begoëlsing, begogelsing"
2443,"delusive","/dɪlˈuːsɪv/","bedrieglik"
2444,"deluxe","/dɪlˈʌks/","luukse"
2445,"demand","/dɪmˈand/","1. afset, aftrek❄2. vereis"
2446,"democracy","/dɪmˈɒkɹəsi/","demokrasie"
2447,"democratic","/dˌɛməkɹˈatɪk/","demokraties"
2448,"demonstrate","/dˈɛmənstɹˌeɪt/","1. aantoon❄2. belig"
2449,"den","/dˈɛn/","grot"
2450,"denounce","/dɪnˈaʊns/","aanbring, aangee"
2451,"dentist","/dˈɛntɪst/","tandarts"
2452,"depart","/dɪpˈɑːt/","aftrek, vertrek"
2453,"department","/dɪpˈɑːtmənt/","1. departement❄2. afdeling, vak"
2454,"departure","/dɪpˈɑːtʃə/","1. vertrek❄2. afvaart"
2455,"dependence","/dɪpˈɛndəns/","afhanklikheid"
2456,"dependent","/dɪpˈɛndənt/","afhanklik"
2457,"depict","/dɪpˈɪkt/","uitbeeld"
2458,"deport","/dɪpˈɔːt/","deporteer"
2459,"deportment","/dɪpˈɔːtmənt/","houding"
2460,"depose","/dɪpˈəʊz/","afsit"
2461,"deposit","/dɪpˈɒzɪt/","1. afsit❄2. deponeer"
2462,"depository","/dɪpˈɒzɪtəɹi/","bêreplek"
2463,"depravation","/dɪpɹɐvˈeɪʃən/","bederf"
2464,"depressed","/dɪpɹˈɛst/","bedruk"
2465,"depression","/dɪpɹˈɛʃən/","1. bedruktheid, beklemdheid, beklemming❄2. krisis"
2466,"deprive","/dɪpɹˈaɪv/","1. afsit❄2. beroof"
2467,"deprive","/dɪpɹˈaɪv/","beroof"
2468,"depth","/dˈɛpθ/","diepte"
2469,"depute","/dˈɛpjuːt/","afvaardig"
2470,"derive","/dɪɹˈaɪv/","1. aftap❄2. afstam"
2471,"descend","/dɪsˈɛnd/","1. daal❄2. afgaan, afstap"
2472,"description","/dɪskɹˈɪpʃən/","beskrywing"
2473,"desert","/dˈɛzət/","1. verlaat❄2. afval"
2474,"deserter","/dɪzˈɜːtə/","afvallige"
2475,"deserve","/dɪzˈɜːv/","verdien"
2476,"design","/dɪzˈaɪn/","1. afteken❄2. plan❄3. skets"
2477,"desirable","/dɪzˈaɪəɹəbəl/","begeerbaar, begeerlik"
2478,"desire","/dɪzˈaɪə/","1. begeer, verlang❄2. begeerte"
2479,"desk","/dˈɛsk/","lessenaar"
2480,"despite","/dɪspˈaɪt/","ten spyte van"
2481,"dessert","/dɪzˈɜːt/","1. nagereg"
2482,"destiny","/dˈɛstɪni/","lot"
2483,"destitution","/dˌɛstɪtjˈuːʃən/","behoeftigheid"
2484,"detachment","/dɪtˈatʃmənt/","afdeling"
2485,"detail","/dˈiːteɪl/","besonderheid, detail"
2486,"detention","/dɪtˈɛnʃən/","aanhouding, arrestasie"
2487,"deter","/dɪtˈɜː/","afskrik"
2488,"determine","/dɪtˈɜːmɪn/","1. bepaal❄2. vasmaak, vasstel"
2489,"determining","/dɪtˈɜːmɪnɪŋ/","bepalend"
2490,"deterrent","/dɪtˈɜːɹənt/","afskrikwekkend"
2491,"detrimentally","/dˌɛtɹɪmˈɛntəli/","nadelig"
2492,"develop","/dɪvˈɛləp/","ontwikkel"
2493,"development","/dɪvˈɛləpmənt/","1. evolusie, ontwikkeling"
2494,"deviate","/dˈiːvɪˌeɪt/","1. afwyk"
2495,"deviation","/dˌiːvɪˈeɪʃən/","afwyking"
2496,"device","/dɪvˈaɪs/","apparaat, toestel"
2497,"devil","/dˈɛvəl/","josie, duiwel"
2498,"devote","/dɪvˈəʊt/","spandeer"
2499,"devoted","/dɪvˈəʊtɪd/","1. aanhanklik"
2500,"dexterous","/dˈɛkstəɹəs/","bedrewe, behendig, kunstig"
2501,"de","/dˈə/","luukse"
2502,"diagram","/dˈaɪəɡɹˌam/","1. beeld❄2. plan"
2503,"dial","/dˈaɪəl/","plaat, skyf"
2504,"diamond","/dˈaɪəmənd/","diamant"
2505,"dictionary","/dˈɪkʃənəɹi/","woordeboek"
2506,"die","/dˈaɪ/","sterf"
2507,"diet","/dˈaɪət/","dieet"
2508,"die","/dˈaɪ/","afsterf, afsterwe"
2509,"differ","/dˈɪfə/","verskil"
2510,"difference","/dˈɪfɹəns/","verskil"
2511,"different","/dˈɪfɹənt/","verskillend"
2512,"differently","/dˈɪfɹəntli/","anders"
2513,"difficult","/dˈɪfɪkəlt/","moeilik"
2514,"difficulty","/dˈɪfɪkˌʌlti/","moeilikheid"
2515,"digit","/dˈɪdʒɪt/","syfer"
2516,"dilapidated","/dɪlˈapɪdˌeɪtɪd/","aftandig, aftands"
2517,"dim","/dˈɪm/","1. donker, duister❄2. benewel"
2518,"dimension","/daɪmˈɛnʃən/","1. grootte❄2. afmeting, dimensie"
2519,"diminish","/dɪmˈɪnɪʃ/","verminder"
2520,"diminutive","/dɪmˈɪnjuːtˌɪv/","klein"
2521,"din","/dˈɪn/","lawaai, ophef"
2522,"dining‐room","/dˈaɪnɪŋ ɹˈuːm/","eetkamer"
2523,"dinner","/dˈɪnə/","dinee, middagete"
2524,"diploma","/dɪplˈəʊmə/","1. akte, bedryf❄2. diploma"
2525,"direct","/daɪɹˈɛkt/","1. bestuur, rig❄2. lei❄3. direk"
2526,"direction","/daɪɹˈɛkʃən/","rigting"
2527,"directions","/daɪɹˈɛkʃənz/","instruksie"
2528,"directly","/daɪɹˈɛktli/","regop"
2529,"director","/daɪɹˈɛktə/","bestuurder, direkteur"
2530,"directory","/daɪɹˈɛktəɹi/","katalogus"
2531,"dirty","/dˈɜːti/","vuil"
2532,"disadvantageously","/dˌɪsɐdvantˈeɪdʒəsli/","nadelig"
2533,"disappear","/dˌɪsɐpˈiə/","verdwyn"
2534,"disc","/dˈɪsk/","plaat, skyf"
2535,"discharge","/dɪstʃˈɑːdʒ/","1. afvuur❄2. ontslaan❄3. afvoer❄4. afskiet"
2536,"disciples","/dɪsˈaɪpəlz/","aanhang"
2537,"discipline","/dˈɪsɪplˌɪn/","dissipline"
2538,"discontented","/dɪskəntˈɛntɪd/","ontevrede"
2539,"discount","/dˈɪskaʊnt/","1. afslaan, aftrek❄2. afslag"
2540,"discourage","/dɪskˈʌɹɪdʒ/","afskrik"
2541,"discover","/dɪskˈʌvə/","ontdek"
2542,"discovery","/dɪskˈʌvəɹi/","ontdekking"
2543,"discrete","/dɪskɹˈiːt/","beskeie"
2544,"discretion","/dɪskɹˈɛʃən/","beleid"
2545,"discuss","/dɪskˈʌs/","1. behandel, bepraat❄2. beredeneer"
2546,"disease","/dɪzˈiːz/","kwaal, siekte"
2547,"dish","/dˈɪʃ/","inskep, opskep"
2548,"disinterested","/dˌɪsˈɪntɹɪstɪd/","belangeloos"
2549,"dislike","/dɪslˈaɪk/","antipatie"
2550,"dismal","/dˈɪzməl/","1. alledaags, banaal❄2. beklaaglik, beklaenswaardig, beklagenswaardig❄3. aaklig, onaangenaam❄4. afsigtelik❄5. donker❄6. bedruk❄7. bedroewend❄8. beroerd"
2551,"dismiss","/dɪsmˈɪs/","1. ontslaan❄2. afsit❄3. afsend, wegstuur"
2552,"dismount","/dɪsmˈaʊnt/","afstyg"
2553,"dispatch","/dɪspˈatʃ/","1. afsend❄2. afwikkel, beklink"
2554,"displeased","/dɪsplˈiːzd/","ontevrede"
2555,"disposal","/dɪspˈəʊzəl/","lus"
2556,"dispose","/dɪspˈəʊz/","verkoop"
2557,"disposition","/dˌɪspəzˈɪʃən/","1. beskikking❄2. begaafdheid"
2558,"dispute","/dɪspjˈuːt/","kwessie"
2559,"dissatisfied","/dɪsˈatɪsfˌaɪd/","ontevrede"
2560,"dissolve","/dɪsˈɒlv/","oplos"
2561,"dissuade","/dɪswˈeɪd/","afraai"
2562,"dissymmetric","/dɪsɪmˈɛtɹɪk/","asimmetries"
2563,"distance","/dˈɪstəns/","afstand"
2564,"distant","/dˈɪstənt/","ver"
2565,"distinct","/dɪstˈɪŋkt/","helder"
2566,"distract","/dɪstɹˈakt/","besighou"
2567,"distraction","/dɪstɹˈakʃən/","ontspanning"
2568,"distress","/dɪstɹˈɛs/","1. bedroewe, bedroef❄2. behoeftigheid"
2569,"distribute","/dˈɪstɹɪbjˌuːt/","uitdeel"
2570,"disturb","/dɪstˈɜːb/","belemmer"
2571,"ditch","/dˈɪtʃ/","sloot"
2572,"diverge","/daɪvˈɜːdʒ/","afwyk"
2573,"diversion","/daɪvˈɜːʃən/","ontspanning"
2574,"divert","/daɪvˈɜːt/","1. besighou❄2. afvoer"
2575,"divide","/dɪvˈaɪd/","afskei, afsonder"
2576,"divorced","/dɪvˈɔːst/","geskei"
2577,"do","/dˈuː/","bedryf, bedrywe, begaan, doen, maak, pleeg, vervaardig"
2578,"doctor","/dˈɒktə/","arts, dokter"
2579,"document","/dˈɒkjuːmənt/","1. akte, bedryf❄2. beskeid, dokument"
2580,"dog","/dˈɒɡ/","hond"
2581,"doll","/dˈɒl/","pop"
